senator,transaction_date,disclosure_date,ticker,asset_description,asset_type,amount,name_cleaned,first_name,last_name,full_name
"David A Perdue , Jr",05/23/2018,06/04/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/23/2018,06/04/2018,WPX,"WPX Energy, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/22/2018,06/04/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/22/2018,06/04/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/22/2018,06/04/2018,WPX,"WPX Energy, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/22/2018,06/04/2018,PEP,"PepsiCo, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/21/2018,06/04/2018,CRMT,"America's Car-Mart, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/17/2018,06/04/2018,WPX,"WPX Energy, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/17/2018,06/04/2018,DISCA,"Discovery, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/16/2018,06/04/2018,PEP,"PepsiCo, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/15/2018,06/04/2018,HBI,Hanesbrands Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/10/2018,06/04/2018,WPX,"WPX Energy, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/10/2018,06/04/2018,GLW,Corning Incorporated,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/08/2018,06/04/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/08/2018,06/04/2018,HBI,Hanesbrands Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/08/2018,06/04/2018,DISCA,"Discovery, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/07/2018,06/04/2018,WPX,"WPX Energy, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/04/2018,06/04/2018,FOXA,"Twenty-First Century Fox, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/04/2018,06/04/2018,TWX,Time Warner Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/04/2018,06/04/2018,DISCA,"Discovery, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/04/2018,06/04/2018,HBI,Hanesbrands Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/02/2018,06/04/2018,FEYE,"FireEye, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/01/2018,06/04/2018,FEYE,"FireEye, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/01/2018,06/04/2018,FEYE,"FireEye, Inc.",Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
"David A Perdue , Jr",05/01/2018,06/04/2018,HBI,Hanesbrands Inc.,Stock,"$1,001 - $15,000","David A Perdue , Jr",David,Jr,David Jr
Pat Roberts,05/15/2018,06/04/2018,BAC,Bank of America Corporation,Stock,"$1,001 - $15,000",Pat Roberts,Pat,Roberts,Pat Roberts
John A Barrasso,05/01/2018,05/24/2018,--,"Undeveloped Land-TOPOL <div class=""text-muted""> <em>Company:</em> Wyoming Orthopaedics Institute, LLC &nbsp;(Casper, WY) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Real Estate Partnership</div>",Other Securities,"$50,001 - $100,000",John A Barrasso,John,Barrasso,John Barrasso
Richard Blumenthal,05/24/2018,05/24/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Richard Blumenthal,Richard,Blumenthal,Richard Blumenthal
Dianne Feinstein,05/22/2018,05/22/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Dianne Feinstein,Dianne,Feinstein,Dianne Feinstein
Dianne Feinstein,05/22/2018,05/22/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Dianne Feinstein,Dianne,Feinstein,Dianne Feinstein
Dianne Feinstein,05/22/2018,05/22/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Dianne Feinstein,Dianne,Feinstein,Dianne Feinstein
Dianne Feinstein,05/22/2018,05/22/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Dianne Feinstein,Dianne,Feinstein,Dianne Feinstein
"Angus S King, Jr.",04/23/2018,05/22/2018,GILD,"Gilead Sciences, Inc.",Stock,"$1,001 - $15,000",Angus S King,Angus,King,Angus King
Dianne Feinstein,05/21/2018,05/21/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Dianne Feinstein,Dianne,Feinstein,Dianne Feinstein
Richard M Burr,05/17/2018,05/17/2018,N/A,This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.,PDF Disclosed Filing,Unknown,Richard M Burr,Richard,Burr,Richard Burr
"Robert P Casey, Jr.",08/31/2017,05/15/2018,FE,FirstEnergy Corp.,Stock,"$1,001 - $15,000",Robert P Casey,Robert,Casey,Robert Casey
William Cassidy,04/23/2018,05/15/2018,VFC,V.F. Corporation,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,UPS,"United Parcel Service, Inc.",Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,SBUX,Starbucks Corporation,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,PG,The Procter &amp; Gamble Company,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,MDT,Medtronic plc,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,LOW,"Lowe's Companies, Inc.",Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,IBM,International Business Machines Corporation,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,GWW,"W.W. Grainger, Inc.",Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/25/2018,05/15/2018,XOM,Exxon Mobil Corporation,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,EMR,Emerson Electric Co.,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,CMCSA,Comcast Corporation,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,CSCO,"Cisco Systems, Inc.",Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,CVS,CVS Health Corporation,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,BLK,"BlackRock, Inc.",Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
William Cassidy,04/23/2018,05/15/2018,AFL,Aflac Incorporated,Stock,"$1,001 - $15,000",William Cassidy,William,Cassidy,William Cassidy
"A. Mitchell Mcconnell, Jr.",03/05/2018,05/15/2018,WFC,Wells Fargo &amp; Company,Stock,"$1,001 - $15,000",A. Mitchell Mcconnell,A.,Mcconnell,A. Mcconnell
"A. Mitchell Mcconnell, Jr.",12/05/2017,05/15/2018,WFC,Wells Fargo &amp; Company,Stock,"$1,001 - $15,000",A. Mitchell Mcconnell,A.,Mcconnell,A. Mcconnell
"A. Mitchell Mcconnell, Jr.",09/07/2017,05/15/2018,WFC,Wells Fargo &amp; Company,Stock,"$1,001 - $15,000",A. Mitchell Mcconnell,A.,Mcconnell,A. Mcconnell
Gary C Peters,09/01/2017,05/15/2018,DWDP,DD - DU PONT DE NEMOURS (Exchanged) <br> DowDuPont Inc. (Received),Stock,"$15,001 - $50,000",Gary C Peters,Gary,Peters,Gary Peters
Gary C Peters,09/01/2017,05/15/2018,DWDP,DOW - DOW CHEMICAL (Exchanged) <br> DowDuPont Inc. (Received),Stock,"$15,001 - $50,000",Gary C Peters,Gary,Peters,Gary Peters
Robert J Portman,08/02/2017,05/15/2018,--,"WI St (FHLB 87% St &amp; Loc Govt Refcorp 2% US Treas Oblig 1%) GO <div class=""text-muted""><em>Rate/Coupon:</em> 5%<br> <em>Matures:</em> 05/01/2023</div>",Municipal Security,"$100,001 - $250,000",Robert J Portman,Robert,Portman,Robert Portman
Robert J Portman,08/02/2017,05/15/2018,--,"VA Virginia Beach Dev. Auth Pub Fac Rev <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 12/01/2023</div>",Municipal Security,"$50,001 - $100,000",Robert J Portman,Robert,Portman,Robert Portman
Robert J Portman,08/02/2017,05/15/2018,--,"TX Midland GO <div class=""text-muted""><em>Rate/Coupon:</em> 4.0%<br> <em>Matures:</em> 03/01/2023</div>",Municipal Security,"$100,001 - $250,000",Robert J Portman,Robert,Portman,Robert Portman
Robert J Portman,08/02/2017,05/15/2018,--,"TN Memphis GO <div class=""text-muted""><em>Rate/Coupon:</em> 4.5%<br> <em>Matures:</em> 04/01/2027</div>",Municipal Security,"$100,001 - $250,000",Robert J Portman,Robert,Portman,Robert Portman
Robert J Portman,08/02/2017,05/15/2018,--,"OH West Chester Twp GO <div class=""text-muted""><em>Rate/Coupon:</em> 5%<br> <em>Matures:</em> 12/01/2019</div>",Municipal Security,"$100,001 - $250,000",Robert J Portman,Robert,Portman,Robert Portman
Robert J Portman,08/02/2017,05/15/2018,--,"OH Hilliard GO <div class=""text-muted""><em>Rate/Coupon:</em> 5%<br> <em>Matures:</em> 12/01/2025</div>",Municipal Security,"$50,001 - $100,000",Robert J Portman,Robert,Portman,Robert Portman
Robert J Portman,08/02/2017,05/15/2018,--,"OH Cincinnati City SD GO NC <div class=""text-muted""><em>Rate/Coupon:</em> 5%<br> <em>Matures:</em> 12/01/2017</div>",Municipal Security,"$100,001 - $250,000",Robert J Portman,Robert,Portman,Robert Portman
Robert J Portman,08/02/2017,05/15/2018,--,"NV Clark Cnty Wtr Reclamation Dist GO <div class=""text-muted""><em>Rate/Coupon:</em> 5.25%<br> <em>Matures:</em> 07/01/2020</div>",Municipal Security,"$50,001 - $100,000",Robert J Portman,Robert,Portman,Robert Portman
Robert J Portman,08/02/2017,05/15/2018,--,"FL St Brd Ed GO <div class=""text-muted""><em>Rate/Coupon:</em> 5%<br> <em>Matures:</em> 06/01/2020</div>",Municipal Security,"$50,001 - $100,000",Robert J Portman,Robert,Portman,Robert Portman
Patrick J Toomey,04/30/2018,05/15/2018,REVB,Revere Bank,Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Patrick J Toomey,04/23/2018,05/15/2018,BOX,"Box, Inc.",Stock,"$1,001 - $15,000",Patrick J Toomey,Patrick,Toomey,Patrick Toomey
Shelley M Capito,02/27/2017,05/14/2018,ENB,Spectra Energy Corporation (Exchanged) <br> Enbridge Inc. (Received),Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/20/2017,05/14/2018,PTEN,"Seventy Seven Energy, Inc (Exchanged) <br> Patterson-UTI Energy, Inc. (Received)",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,WEC,"WEC Energy Group, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,WMT,Walmart Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,VFC,V.F. Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,UTX,United Technologies Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,USB,U.S. Bancorp,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,MMM,3M Company,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,TGT,Target Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,SYY,Sysco Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,QCOM,QUALCOMM Incorporated,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,PG,The Procter &amp; Gamble Company,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,PX,"Praxair, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,PII,Polaris Industries Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,PSX,Phillips 66,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,PEP,"PepsiCo, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,PAYX,"Paychex, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,NVS,Novartis AG,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,NSC,Norfolk Southern Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,NKE,"NIKE, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,NEE,"NextEra Energy, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,JPM,JPMorgan Chase &amp; Co.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,MSFT,Microsoft Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,MDT,Medtronic plc,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,MCD,McDonald's Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,LOW,"Lowe's Companies, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,JNJ,Johnson &amp; Johnson,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,IBM.MX,International Business Machines Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,ITW,Illinois Tool Works Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,HRS,Harris Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,GIS,"General Mills, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,GD,General Dynamics Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,FDS,FactSet Research Systems Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,XOM,Exxon Mobil Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,ES,Eversource Energy,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,EMR,Emerson Electric Co.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,EV,Eaton Vance Corp.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,CL,Colgate-Palmolive Company,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,CLX,The Clorox Company,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,CSCO,"Cisco Systems, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,CB,Chubb Limited,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,CVX,Chevron Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,BLK,"BlackRock, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,BDX,"Becton, Dickinson and Company",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,ADP,"Automatic Data Processing, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,ADI,"Analog Devices, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,AMGN,Amgen Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,APD,"Air Products and Chemicals, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,ACN,Accenture plc,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,ABT,Abbott Laboratories,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,T,AT&amp;T Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,AFL,Aflac Incorporated,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,VGK,Vanguard FTSE Europe ETF,Stock,"$15,001 - $50,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,UBSI,"United Bankshares, Inc.",Stock,"$15,001 - $50,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,NSRGY,Nestlé S.A.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,MS,Morgan Stanley,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,LULU,Lululemon Athletica Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,IYE,iShares US Energy ETF,Stock,"$15,001 - $50,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,KHC,The Kraft Heinz Company,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,RHHBY,Roche Holding AG,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,CLB,Core Laboratories N.V.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,CHK,Chesapeake Energy Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,CME,CME Group Inc.,Stock,"$15,001 - $50,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,BRK-B,Berkshire Hathaway Inc.,Stock,"$15,001 - $50,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/24/2018,05/14/2018,AL,Air Lease Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,WEC,"WEC Energy Group, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,WMT,Walmart Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,VFC,V.F. Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,UTX,United Technologies Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,USB,U.S. Bancorp,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,MMM,3M Company,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,SYY,Sysco Corporation,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,PX,"Praxair, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,PII,Polaris Industries Inc.,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,PSX,Phillips 66,Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,PEP,"PepsiCo, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
Shelley M Capito,04/05/2018,05/14/2018,PAYX,"Paychex, Inc.",Stock,"$1,001 - $15,000",Shelley M Capito,Shelley,Capito,Shelley Capito
