,title,release_date,production_budget,domestic_gross,worldwide_gross,genre,story_source,creative_type,production_method,production_company,MPAA_Rating,runtime,opening_theater_count,max_theater_count,avg_run_per_theater,actors,directors
3140,Never Let Me Go,"Sep 15, 2010","$15,000,000","$2,434,652","$11,173,718",Drama,Based on Fiction Book/Short Story,Science Fiction,Live Action,DNA Films,"All Time Domestic Box Office for R Movies (Rank 2,501-2,600)",120 minutes,4,4,4.0 weeks,,
3141,The Disappointments Room,"Sep 9, 2016","$15,000,000","$2,423,467","$3,503,761",Horror,Based on Real Life Events,Contemporary Fiction,Live Action,Rogue Pictures,"All Time Domestic Box Office for R Movies (Rank 2,501-2,600)",91 minutes,"1,554","1,554",2.0 weeks,Kate Beckinsale,D.J. Caruso
3142,The Company,"Dec 25, 2003","$15,000,000","$2,281,585","$3,396,508",Drama,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,11,11,11.7 weeks,,
3143,Transsiberian,"Jul 18, 2008","$15,000,000","$2,203,641","$6,379,575",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Filmax Entertainment,"All Time Domestic Box Office for R Movies (Rank 2,501-2,600)",105 minutes,2,2,5.7 weeks,,
3144,Crazy in Alabama,"Oct 22, 1999","$15,000,000","$1,954,202","$1,954,202",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,,PG-13,111 minutes,"1,214","1,214",2.2 weeks,,
3145,The Clan of the Cave Bear,"Jan 17, 1986","$15,000,000","$1,953,732","$1,953,732",Adventure,Based on Fiction Book/Short Story,Historical Fiction,Live Action,,,98 minutes,1,1,3.7 weeks,,
3146,The Comedian,"Feb 3, 2017","$15,000,000","$1,658,706","$1,658,706","All Time Domestic Box Office for Comedy Movies (Rank 1,601-1,700)",Original Screenplay,Contemporary Fiction,Live Action,Cinelou Films,"All Time Domestic Box Office for R Movies (Rank 2,601-2,700)",120 minutes,848,848,1.8 weeks,Robert De Niro,Taylor Hackford
3147,Funny Games,"Mar 14, 2008","$15,000,000","$1,294,640","$8,200,127",Thriller/Suspense,All Time Domestic Box Office for Remake Movies (Rank 201-300),Contemporary Fiction,Live Action,Tartan Films,"All Time Domestic Box Office for R Movies (Rank 2,801-2,900)",111 minutes,274,274,2.4 weeks,,
3148,Banlieue 13,"Jun 2, 2006","$15,000,000","$1,200,216","$11,599,903",Action,Original Screenplay,Science Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,801-2,900)",84 minutes,151,151,3.3 weeks,,
3149,Felicia's Journey,"Nov 12, 1999","$15,000,000","$824,295","$1,970,268",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,,PG-13,,5,5,6.3 weeks,,
3150,Metropolis,"Jan 25, 2002","$15,000,000","$673,414","$1,405,032",Adventure,Based on Comic/Graphic Novel,Science Fiction,Hand Animation,,PG-13,,9,9,9.0 weeks,,
3151,CÃ¬kÃ¨ NiÃ¨ YinniÃ¡ng,"Aug 27, 2015","$15,000,000","$632,542","$11,279,884",Drama,All Time Domestic Box Office for Remake Movies (Rank 201-300),Historical Fiction,Live Action,SpotFilms,Not Rated,104 minutes,4,4,2.4 weeks,Shu Qi,Hou Hsiao-hsien
3152,Things to Do in Denver when You're Dead,"Dec 1, 1995","$15,000,000","$529,766","$529,766",Black Comedy,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 3,201-3,300)",,4,4,1.9 weeks,,
3153,The Reluctant Fundamentalist,"Apr 26, 2013","$15,000,000","$528,731","$528,731",Drama,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 3,201-3,300)",128 minutes,3,3,4.3 weeks,Riz Ahmed | Kate Hudson | Liev Schreiber | Kiefer Sutherland,Mira Nair
3154,The Return,"Feb 6, 2004","$15,000,000","$501,752","$5,953,886",Drama,,Contemporary Fiction,Live Action,,PG-13,,3,3,11.3 weeks,,
3155,Buffalo Soldiers,"Jul 25, 2003","$15,000,000","$353,743","$353,743","All Time Domestic Box Office for Comedy Movies (Rank 1,801-1,900)",Based on Fiction Book/Short Story,Historical Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 3,401-3,500)",,6,6,5.6 weeks,,
3156,Steal (Canadian Release),"Apr 25, 2003","$15,000,000","$220,944","$220,944",Genre Tracking,,,,,Not Rated,,125,125,2.0 weeks,,
3157,Centurion,"Aug 27, 2010","$15,000,000","$123,570","$7,885,048",Action,Original Screenplay,Historical Fiction,Live Action,Magnet Releasing,"All Time Domestic Box Office for R Movies (Rank 3,901-4,000)",97 minutes,12,12,2.3 weeks,,
3158,Ong-Bak 2,"Oct 23, 2009","$15,000,000","$102,458","$7,583,050",Action,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 4,001-4,100)",,10,10,5.2 weeks,Tony Jaa,
3159,Silent Trigger,"Oct 12, 1996","$15,000,000","$76,382","$76,382",Thriller/Suspense,,,Live Action,,,93 minutes,0,0,0,,
3160,Midnight Meat Train,"Aug 1, 2008","$15,000,000","$73,548","$1,590,246",Thriller/Suspense,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Lionsgate,"All Time Domestic Box Office for R Movies (Rank 4,101-4,200)",100 minutes,102,102,1.8 weeks,,
3161,Winnie Mandela,"Sep 6, 2013","$15,000,000","$61,847","$61,847",Drama,Based on Factual Book/Article,Dramatization,Live Action,Equinoxe Films,"All Time Domestic Box Office for R Movies (Rank 4,101-4,200)",103 minutes,32,32,1.0 weeks,Jennifer Hudson | Terrence Howard,Darrell Roodt
3162,The Son of No One,"Nov 4, 2011","$15,000,000","$30,680","$1,148,578",Drama,Original Screenplay,Contemporary Fiction,Live Action,Anchor Bay Films,"All Time Domestic Box Office for R Movies (Rank 4,401-4,500)",93 minutes,10,10,1.4 weeks,Channing Tatum | Tracy Morgan | Katie Holmes | Ray Liotta | Juliette Binoche | Al Pacino,Dito Montiel
3163,All the Queen's Men,"Oct 25, 2002","$15,000,000","$22,723","$22,723","All Time Domestic Box Office for Comedy Movies (Rank 2,401-2,500)",Original Screenplay,,Live Action,,PG-13,,17,17,1.3 weeks,,
3164,The Good Night,"Oct 5, 2007","$15,000,000","$22,441","$22,441",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 4,501-4,600)",,2,2,2.0 weeks,,
3165,Khumba,"Oct 11, 2013","$15,000,000",$0,"$20,898,221",Adventure,Original Screenplay,Kids Fiction,All Time International Box Office for Digital Animation Movies (Rank 201-300),Triggerfish Studios,Not Rated,85 minutes,0,0,0,Jake T. Austin | Steve Buscemi,Anthony Silverston
3166,A Few Best Men,"May 4, 2012","$15,000,000",$0,"$17,224,539",All Time International Box Office for Comedy Movies (Rank 401-500),Original Screenplay,Contemporary Fiction,Live Action,Screen Australia,Not Rated,97 minutes,0,0,0,,
3167,AutÃ³mata,"Oct 10, 2014","$15,000,000",$0,"$6,775,458",Thriller/Suspense,Original Screenplay,Science Fiction,Live Action,Nu Boyana,"All Time International Box Office for R Movies (Rank 1,301-1,400)",110 minutes,0,0,0,Antonio Banderas,Gabe Ibanez
3168,Chiamatemi Francesco - Il papa della gente,"Dec 3, 2015","$15,000,000",$0,"$3,925,769",Drama,Based on Real Life Events,Dramatization,Live Action,,,98 minutes,0,0,0,,
3169,San suk si gin,"Feb 5, 2010","$15,000,000",$0,"$2,013,340",Drama,,Contemporary Fiction,Live Action,,"All Time International Box Office for R Movies (Rank 1,801-1,900)",119 minutes,0,0,0,,
3170,Dungeons & Dragons 2: The Elemental Might,"Oct 6, 2005","$15,000,000",$0,"$909,822",Adventure,Based on Game,Fantasy,Live Action,Silver Pictures,,105 minutes,0,0,0,,
3171,In Dubious Battle,"Feb 17, 2017","$15,000,000",$0,"$214,182",Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,AMBI Pictures,"All Time International Box Office for R Movies (Rank 2,401-2,500)",110 minutes,0,0,0,James Franco | Nat Wolff | Selena Gomez | Robert Duvall,James Franco
3172,Broken Horses,"Apr 10, 2015","$15,000,000",$0,"$3,471",Action,Original Screenplay,Contemporary Fiction,Live Action,,"All Time International Box Office for R Movies (Rank 3,001-3,100)",101 minutes,0,0,0,,
3173,Pandaemonium,"Jun 29, 2001","$15,000,000",$0,$0,Genre Tracking,,,,,PG-13,,0,0,0,,
3174,Groundhog Day,"Feb 12, 1993","$14,600,000","$70,906,973","$70,906,973",Romantic Comedy,Original Screenplay,Fantasy,Live Action,,PG,102 minutes,"1,640","1,640",9.6 weeks,,
3175,Magic Mike XXL,"Jul 1, 2015","$14,500,000","$66,013,057","$123,660,597",All Time Domestic Box Office for Comedy Movies (Rank 201-300),Original Screenplay,Contemporary Fiction,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies (Rank 301-400),115 minutes,"3,355","3,355",3.7 weeks,Channing Tatum | Matt Bomer | Joe Manganiello | Kevin Nash | Adam Rodriguez,Greg Jacobs
3176,Romeo+Juliet,"Nov 1, 1996","$14,500,000","$46,338,728","$147,542,381",Drama,Based on Play,Contemporary Fiction,Live Action,Bazmark,PG-13,120 minutes,"1,276","1,276",7.0 weeks,Leonardo DiCaprio | Claire Danes,Baz Luhrmann
3177,Elle s'appelait Sarah,"Jul 22, 2011","$14,500,000","$7,691,700","$25,480,031",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Hugo Productions,PG,106 minutes,5,5,8.5 weeks,Kristin Scott Thomas | Melusine Mayance,Gilles Paquet-Brenner
3178,Freedom,"Aug 22, 2014","$14,500,000",$0,"$872,757",Drama,Original Screenplay,Historical Fiction,Live Action,Gigantic Pictures,"All Time International Box Office for R Movies (Rank 2,101-2,200)",95 minutes,0,0,0,"Cuba Gooding, Jr. | William Sadler",Peter Cousens
3179,Unforgiven,"Aug 7, 1992","$14,400,000","$101,157,447","$159,157,447",Western,Original Screenplay,Historical Fiction,Live Action,Warner Bros.,All Time Domestic Box Office for R Movies (Rank 101-200),130 minutes,"2,071","2,071",9.9 weeks,,
3180,Manderlay,"Jan 27, 2006","$14,200,000","$74,205","$543,306",Drama,Original Screenplay,Historical Fiction,Live Action,,Not Rated,,2,2,2.7 weeks,,
3181,Pretty Woman,"Mar 23, 1990","$14,000,000","$178,406,268","$432,645,872",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,Touchstone Pictures,All Time Domestic Box Office for R Movies,119 minutes,"1,325","1,325",19.6 weeks,,
3182,Fatal Attraction,"Sep 18, 1987","$14,000,000","$156,645,693","$320,100,000",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Jaffe-Lansing Production,All Time Domestic Box Office for R Movies,120 minutes,758,758,20.5 weeks,,
3183,Slumdog Millionaire,"Nov 12, 2008","$14,000,000","$141,330,703","$384,530,440",Drama,Original Screenplay,Contemporary Fiction,Live Action,Fox Searchlight Pictures,All Time Domestic Box Office for R Movies,116 minutes,10,10,9.2 weeks,Dev Patel | Freida Pinto | Madhur Mittal,Danny Boyle
3184,Towering Inferno,"Dec 17, 1974","$14,000,000","$116,000,000","$139,700,000",Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,,PG,165 minutes,295,295,1.0 weeks,,
3185,Crocodile Dundee 2,"May 25, 1988","$14,000,000","$109,306,210","$239,606,210",Adventure,Original Screenplay,Contemporary Fiction,Live Action,,PG,108 minutes,"2,837","2,837",6.3 weeks,,
3186,Born on the Fourth of July,"Dec 20, 1989","$14,000,000","$70,001,698","$70,001,698",Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,A. Kitman Ho & Ixlan,All Time Domestic Box Office for R Movies (Rank 301-400),144 minutes,4,4,10.7 weeks,Tom Cruise,Oliver Stone
3187,Cool Runnings,"Oct 1, 1993","$14,000,000","$68,856,263","$155,056,263",Adventure,Based on Real Life Events,Contemporary Fiction,Live Action,Walt Disney Pictures,PG,97 minutes,"1,387","1,387",8.6 weeks,,Jon Turteltaub
3188,Stomp the Yard,"Jan 12, 2007","$14,000,000","$61,356,221","$75,525,718",Drama,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,116 minutes,"2,051","2,051",5.5 weeks,,
3189,My Bloody Valentine,"Jan 16, 2009","$14,000,000","$51,545,952","$102,836,002",Horror,All Time Domestic Box Office for Remake Movies,Contemporary Fiction,Live Action,Lionsgate,All Time Domestic Box Office for R Movies (Rank 401-500),101 minutes,"2,534","2,534",3.2 weeks,,
3190,The Possession,"Aug 31, 2012","$14,000,000","$49,130,588","$82,925,064",Horror,Original Screenplay,Fantasy,Live Action,Lionsgate,PG-13,93 minutes,"2,816","2,816",5.1 weeks,Natasha Calis,Ole Bornedal
3191,First Blood,"Oct 22, 1982","$14,000,000","$47,212,904","$125,212,904",Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 501-600),,901,901,10.3 weeks,,
3192,The Spy Who Loved Me,"Jul 13, 1977","$14,000,000","$46,800,000","$185,400,000",Action,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Eon Productions,PG,125 minutes,194,194,1.0 weeks,,
3193,Urban Legend,"Sep 25, 1998","$14,000,000","$38,116,707","$72,571,864",Horror,Original Screenplay,Contemporary Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 601-700),100 minutes,"2,257","2,257",6.5 weeks,,
3194,Taps,"Dec 9, 1981","$14,000,000","$35,856,053","$35,856,053",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,Twentieth Century Fox,PG,132 minutes,3,3,9.8 weeks,George C. Scott,Harold Becker
3195,Tyler Perry's Good Deeds,"Feb 24, 2012","$14,000,000","$35,025,791","$35,579,177",Drama,Original Screenplay,Contemporary Fiction,Live Action,Lionsgate,PG-13,111 minutes,"2,132","2,132",4.0 weeks,Tyler Perry | Thandie Newton,Tyler Perry
3196,White Fang,"Jan 18, 1991","$14,000,000","$34,729,091","$34,729,091",Adventure,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Hybrid Productions,PG,104 minutes,"1,108","1,108",5.9 weeks,,
3197,Dangerous Liaisons,"Dec 21, 1988","$14,000,000","$34,700,000","$34,700,000",Drama,Based on Fiction Book/Short Story,Historical Fiction,Live Action,,All Time Domestic Box Office for R Movies (Rank 701-800),119 minutes,0,0,0,,
3198,Superstar,"Oct 8, 1999","$14,000,000","$30,628,981","$30,628,981",All Time Domestic Box Office for Comedy Movies (Rank 501-600),Based on TV,Contemporary Fiction,Live Action,,PG-13,,"1,943","1,943",7.2 weeks,,
3199,The Iron Lady,"Jan 13, 2012","$14,000,000","$29,959,436","$115,592,104",Drama,Based on Real Life Events,Dramatization,Live Action,Pathe,PG-13,105 minutes,4,4,6.7 weeks,Meryl Streep,Phyllida Lloyd
3200,Poetic Justice,"Jul 23, 1993","$14,000,000","$27,450,453","$27,450,453",Drama,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 901-1,000)",,"1,273","1,273",2.9 weeks,,
3201,Jonah: A VeggieTales Movie,"Oct 4, 2002","$14,000,000","$25,571,351","$25,608,779",Adventure,Based on Religious Text,Kids Fiction,All Time Domestic Box Office for Digital Animation Movies (Rank 101-200),,G,,940,940,7.3 weeks,,
3202,All About the Benjamins,"Mar 8, 2002","$14,000,000","$25,482,931","$25,873,145",All Time Domestic Box Office for Comedy Movies (Rank 601-700),Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 1,001-1,100)",,"1,505","1,505",4.1 weeks,,
3203,Exorcist II: The Heretic,"Jun 17, 1977","$14,000,000","$25,011,000","$25,011,000",Horror,,,Live Action,,,,0,0,0,,
3204,Our Family Wedding,"Mar 12, 2010","$14,000,000","$20,255,281","$21,410,546",All Time Domestic Box Office for Comedy Movies (Rank 701-800),Original Screenplay,Contemporary Fiction,Live Action,Fox Searchlight Pictures,PG-13,103 minutes,"1,605","1,605",3.9 weeks,,
3205,Vampire in Brooklyn,"Oct 27, 1995","$14,000,000","$19,637,147","$19,637,147",Horror,Original Screenplay,Fantasy,Live Action,,"All Time Domestic Box Office for R Movies (Rank 1,201-1,300)",,"2,307","2,307",4.2 weeks,,
3206,An American Haunting,"May 5, 2006","$14,000,000","$16,298,046","$30,443,277",Horror,Based on Fiction Book/Short Story,Historical Fiction,Live Action,Allan Zeman Productions,PG-13,83 minutes,"1,680","1,680",3.8 weeks,,
3207,My Boss's Daughter,"Aug 22, 2003","$14,000,000","$15,549,702","$15,549,702",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,"2,201","2,201",3.7 weeks,,
3208,A Perfect Getaway,"Aug 7, 2009","$14,000,000","$15,515,460","$22,815,460",Thriller/Suspense,Original Screenplay,Contemporary Fiction,Live Action,Rogue Pictures,"All Time Domestic Box Office for R Movies (Rank 1,401-1,500)",97 minutes,"2,159","2,159",3.0 weeks,,
3209,Thinner,"Oct 25, 1996","$14,000,000","$15,171,475","$15,171,475",Horror,Based on Fiction Book/Short Story,Fantasy,Live Action,,"All Time Domestic Box Office for R Movies (Rank 1,401-1,500)",,"2,009","2,009",4.3 weeks,,
3210,Dead Man on Campus,"Aug 21, 1998","$14,000,000","$15,064,948","$15,064,948",Black Comedy,Original Screenplay,Contemporary Fiction,Live Action,MTV Films,"All Time Domestic Box Office for R Movies (Rank 1,401-1,500)",,"1,797","1,797",5.3 weeks,,
3211,Tea with Mussolini,"May 14, 1999","$14,000,000","$14,395,874","$14,395,874",Drama,Based on Real Life Events,Dramatization,Live Action,,PG,,270,270,14.4 weeks,,
3212,"New York, New York","Jun 22, 1977","$14,000,000","$13,800,000","$13,800,000",Musical,Original Screenplay,,Live Action,,,,0,0,0,,
3213,Jason X,"Apr 26, 2002","$14,000,000","$13,121,555","$16,951,798",Horror,,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 1,501-1,600)",,"1,878","1,878",3.2 weeks,,
3214,Crooklyn,"May 13, 1994","$14,000,000","$13,024,170","$13,024,170","All Time Domestic Box Office for Comedy Movies (Rank 901-1,000)",Original Screenplay,Historical Fiction,Live Action,,PG-13,,"1,033","1,033",3.6 weeks,,
3215,I Think I Love My Wife,"Mar 16, 2007","$14,000,000","$12,559,771","$13,205,411",Romantic Comedy,All Time Domestic Box Office for Remake Movies (Rank 201-300),Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 1,501-1,600)",94 minutes,"1,776","1,776",2.5 weeks,,
3216,Hot Tub Time Machine 2,"Feb 20, 2015","$14,000,000","$12,314,651","$12,826,644","All Time Domestic Box Office for Comedy Movies (Rank 1,001-1,100)",Original Screenplay,Science Fiction,Live Action,Metro-Goldwyn-Mayer Pictures,"All Time Domestic Box Office for R Movies (Rank 1,501-1,600)",93 minutes,"2,880","2,880",2.4 weeks,Rob Corddry | Craig Robinson | Clark Duke | Adam Scott,Steve Pink
3217,Bobby,"Nov 17, 2006","$14,000,000","$11,242,801","$20,597,806",Drama,Based on Real Life Events,Dramatization,Live Action,,"All Time Domestic Box Office for R Movies (Rank 1,601-1,700)",116 minutes,2,2,2.8 weeks,,
3218,Head Over Heels,"Feb 2, 2001","$14,000,000","$10,397,365","$10,397,365",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,"2,338","2,338",2.5 weeks,,
3219,Fun Size,"Oct 26, 2012","$14,000,000","$9,409,538","$11,166,615","All Time Domestic Box Office for Comedy Movies (Rank 1,101-1,200)",Original Screenplay,Contemporary Fiction,Live Action,Paramount Pictures,PG-13,86 minutes,"3,014","3,014",2.7 weeks,Victoria Justice | Jackson Nicoll | Jane Levy | Thomas Mann | Thomas McDonell | Orisc Chau,Josh Schwartz
3220,Lost and Found,"Apr 23, 1999","$14,000,000","$6,552,255","$6,552,255",Romantic Comedy,Original Screenplay,Contemporary Fiction,Live Action,,PG-13,,"2,469","2,469",3.2 weeks,,
3221,Le Scaphandre et le Papillon,"Nov 30, 2007","$14,000,000","$5,990,075","$22,754,472",Drama,Based on Fiction Book/Short Story,Dramatization,Live Action,The Kennedy/Marshall Company,PG-13,112 minutes,3,3,7.6 weeks,,
3222,Little Children,"Oct 6, 2006","$14,000,000","$5,463,019","$14,121,177",Drama,Based on Fiction Book/Short Story,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,001-2,100)",,5,5,11.7 weeks,,
3223,Gossip,"Apr 21, 2000","$14,000,000","$5,108,820","$12,591,270",Drama,Original Screenplay,Contemporary Fiction,Live Action,,"All Time Domestic Box Office for R Movies (Rank 2,001-2,100)",,"1,525","1,525",2.5 weeks,,
